job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI01038,data analyst,55411.0,USD,MI,CT,Austria,S,Austria,50,"MLOps, TensorFlow, Data Visualization, SQL, GCP",Associate,2,Telecommunications,2025-03-20,2025-04-14,2239,7.6,Quantum Computing Inc
AI01039,AI ARCHITECT,334614.0,USD,EX,CT,Norway,L,Norway,50,"Data Visualization, Scala, Computer Vision",Master,19,Technology,2024-01-19,2024-02-24,1451,5.2,Digital Transformation LLC
AI01040,machine learning researcher,104343.0,USD,SE,PT,Ireland,M,Netherlands,100,"Python, Kubernetes, Deep Learning, Spark",Master,6,Transportation,2025-02-26,2025-03-12,509,8.3,AI Innovations
AI01041,DATA ENGINEER,38483.0,USD,EN,PT,South Korea,S,South Korea,50,"Kubernetes, Java, GCP, Computer Vision",Master,1,Media,2025-04-24,2025-05-30,588,6.4,Autonomous Tech
AI01042,ai software engineer,52483.0,USD,EN,PT,Israel,L,Japan,100,"SQL, TensorFlow, Data Visualization, Azure",Associate,1,Consulting,2024-07-06,2024-09-11,1027,8.6,Cloud AI Solutions
AI01043,Head of AI,49223.0,USD,EN,PT,Israel,S,Ireland,50,"SQL, PyTorch, Python, Hadoop",PhD,1,Real Estate,2025-02-09,2025-03-07,1980,9.8,Quantum Computing Inc
AI01044,Deep Learning Engineer,122233.0,EUR,MI,CT,Netherlands,L,Netherlands,0,"Data Visualization, MLOps, SQL, Docker, NLP",Associate,2,Government,2024-05-29,2024-06-28,722,7.4,Cloud AI Solutions
AI01045,Principal Data Scientist,221710.0,USD,SE,FL,Switzerland,L,Switzerland,50,"R, Deep Learning, SQL",PhD,5,Government,2024-02-04,2024-02-23,2155,5.3,Autonomous Tech
AI01046,Machine Learning Researcher,61681.0,USD,MI,CT,India,M,India,50,"AWS, Java, TensorFlow",Associate,4,Finance,2025-04-14,2025-05-15,795,10.0,Smart Analytics
AI01047,Deep Learning Engineer,67671.0,USD,MI,FL,South Korea,M,South Korea,100,"Deep Learning, Kubernetes, Computer Vision",Phd,2,Government,2024-04-28,2024-05-18,1708,5.2,TechCorp Inc
AI01048,Machine Learning Engineer,237827.0,USD,EX,CT,Norway,M,Norway,100,"Python, Mathematics, R, Linux, Azure",Associate,14,Manufacturing,2024-06-25,2024-08-09,1468,6.0,DataVision Ltd
AI01049,data engineer,269645.0,USD,EX,FL,Australia,L,Australia,100,"Hadoop, Linux, Python, TensorFlow",Bachelor,16,Healthcare,2024-04-25,2024-06-16,1694,7.2,AI Innovations
AI01050,DATA ANALYST,123571.0,USD,SE,CT,Australia,S,Australia,0,"Hadoop, Spark, MLOps, Computer Vision, Scala",Master,9,Healthcare,2024-10-21,2024-11-09,2124,8.8,Neural Networks Co
AI01051,HEAD OF AI,135653.0,USD,EX,FL,Austria,L,Austria,0,"Kubernetes, Git, Docker, Deep Learning",Master,14,Telecommunications,2024-09-04,2024-11-12,1116,8.0,DataVision Ltd
AI01052,machine learning engineer,63527.0,USD,MI,FT,Canada,S,Canada,0,"Deep Learning, Python, Hadoop",Bachelor,4,Healthcare,2025-04-13,2025-05-26,868,6.1,DataVision Ltd
AI01053,AI Product Manager,149345.0,EUR,EX,PT,France,M,France,50,"Spark, R, Python",PhD,18,Finance,2025-01-28,2025-03-23,1437,9.9,Predictive Systems
AI01054,HEAD OF AI,88770.0,USD,SE,CT,South Korea,M,South Korea,100,,Master,7,Technology,2024-04-12,2024-06-07,1352,6.0,TechCorp Inc
AI01055,Robotics Engineer,116638.0,USD,SE,FT,Singapore,M,Singapore,50,"AWS, Linux, Git, Java, R",Master,8,Telecommunications,2025-04-07,2025-04-22,1989,8.5,Future Systems
AI01056,Principal Data Scientist,89557.0,USD,EN,FT,Norway,L,Norway,0,"Kubernetes, Hadoop, TensorFlow, Linux, Azure",,0,Media,2024-01-28,2024-03-15,678,8.9,Neural Networks Co
AI01057,DATA ENGINEER,127936.0,USD,MI,FT,United States,L,United States,0,"Deep Learning, Scala, Data Visualization, Docker",Bachelor,2,Education,2024-09-06,2024-10-07,1140,5.4,Digital Transformation LLC
AI01058,Principal Data Scientist,172697.0,EUR,SE,CT,Netherlands,L,Netherlands,100,"Git, Kubernetes, Python, TensorFlow",,7,Telecommunications,2024-06-05,2024-07-04,646,6.3,Quantum Computing Inc
AI01059,ML Ops Engineer,264300.0,USD,EX,FT,United States,L,United Kingdom,50,"Python, Scala, Computer Vision, TensorFlow",,12,Technology,2024-03-04,2024-04-15,1805,8.6,Predictive Systems
AI01060,AI Product Manager,49695.0,USD,EN,FT,Austria,L,Denmark,100,"Git, PyTorch, Java",Bachelor,0,Education,2024-11-28,2025-01-04,1760,6.2,Neural Networks Co
AI01061,AI Architect,268218.0,USD,EX,FL,Norway,M,Norway,50,"PyTorch, Scala, Deep Learning, Mathematics",Associate,10,Media,2024-10-17,2024-11-17,1119,9.4,Cloud AI Solutions
AI01062,machine learning researcher,244121.0,GBP,EX,PT,United Kingdom,M,United Kingdom,0,"PyTorch, Docker, Computer Vision, Scala, Hadoop",PhD,15,Healthcare,2024-08-28,2024-11-05,645,5.0,Advanced Robotics
AI01063,ai product manager,64393.0,USD,EN,CT,Ireland,L,Ireland,100,"SQL, NLP, MLOps, Linux",Associate,0,Gaming,2024-11-02,2024-12-08,1232,5.8,Quantum Computing Inc
AI01064,deep learning engineer,128609.0,USD,EX,PT,South Korea,M,India,0,"Tableau, Mathematics, Java",Bachelor,12,Energy,2024-07-31,2024-09-11,1082,6.7,Algorithmic Solutions
AI01065,AI Research Scientist,177931.0,USD,EX,FL,Austria,L,Finland,50,"Computer Vision, Linux, TensorFlow, Kubernetes, Python",Nan,15,Telecommunications,2024-04-28,2024-06-25,736,6.4,TechCorp Inc
AI01066,Computer Vision Enginner,199888.0,USD,EX,FL,Singapore,S,Sweden,100,"Azure, Data Visualization, SQL, PyTorch, Computer Vision",Bachelor,17,Media,2024-07-26,2024-08-25,1534,8.6,AI Innovations
AI01067,autonomous systems engineer,64276.0,USD,EN,FL,Australia,L,Australia,50,"R, Docker, SQL, NLP",Bachelor,0,Consulting,2024-03-04,2024-04-27,877,7.5,Smart Analytics
AI01068,Data Analyst,,USD,MI,PT,Austria,M,Austria,50,"TensorFlow, Linux, Computer Vision, Hadoop, SQL",Phd,4,Technology,2025-01-19,2025-02-12,1374,7.9,Neural Networks Co
AI01069,Data Engineer,999999.0,USD,SE,CT,Denmark,M,Denmark,0,"Linux, Deep Learning, Python, Git, Tableau",Master,5,Media,2024-08-01,2024-09-08,2107,9.3,Quantum Computing Inc
AI01070,ML OPS ENGINEER,80426.0,USD,EN,FL,Canada,L,Canada,0,,Bachelor,0,Real Estate,2025-02-03,2025-04-01,530,6.3,DataVision Ltd
AI01071,machine learning engineer,93366.0,USD,SE,FT,Finland,L,Sweden,0,"Deep Learning, SQL, TensorFlow, Data Visualization",PhD,9,Energy,2024-02-12,2024-03-27,661,8.5,Predictive Systems
AI01072,AI SOFTWARE ENGINEER,80669.0,USD,EN,FT,Denmark,S,United Kingdom,100,"Kubernetes, Spark, TensorFlow, R",Bachelor,1,Government,2024-08-27,2024-09-22,1251,9.7,AI Innovations
AI01073,AI Consultant,104706.0,USD,MI,CT,Sweden,L,India,0,"Statistics, SQL, PyTorch, Azure, Java",PhD,2,Consulting,2024-12-14,2025-02-13,1148,7.9,Digital Transformation LLC
AI01074,MACHINE LEARNING RESEARCHER,85510.0,USD,MI,FT,Japan,L,Japan,100,"TensorFlow, AWS, Hadoop, Kubernetes",Phd,4,Telecommunications,2024-10-24,2024-11-24,1995,7.9,Smart Analytics
AI01075,Machine Learning Researcher,58608.0,USD,MI,FL,South Korea,M,India,100,,Bachelor,3,Finance,2024-04-23,2024-06-06,1454,6.2,Predictive Systems
AI01076,MACHINE LEARNING ENGINEER,41059.0,USD,EN,FL,Austria,S,Ireland,100,"Linux, PyTorch, Python",Bachelor,1,Education,2024-06-04,2024-07-13,1376,9.8,Predictive Systems
AI01077,ai specialist,73796.0,USD,EN,FL,Singapore,L,Singapore,50,"SQL, PyTorch, Tableau, Computer Vision, Spark",PhD,0,Healthcare,2024-12-14,2025-01-26,2265,9.5,DataVision Ltd
AI01078,RESEARCH SCIENTIST,139360.0,USD,EX,FL,Sweden,S,Sweden,100,"Git, Linux, NLP, Spark, Mathematics",PhD,16,Transportation,2025-03-27,2025-05-15,2111,9.9,Autonomous Tech
AI01079,Principal Data Scientist,283408.0,USD,EX,FL,Denmark,S,Denmark,0,"Azure, Java, GCP, Scala",PhD,17,Consulting,2024-09-09,2024-11-14,2410,8.2,Predictive Systems
AI01080,Data Analyst,113645.0,GBP,MI,CT,United Kingdom,L,United Kingdom,100,,Master,4,Media,2025-03-31,2025-04-30,2318,8.4,DeepTech Ventures
AI01081,AI Software Engineer,155932.0,GBP,EX,PT,United Kingdom,S,United Kingdom,0,"Mathematics, TensorFlow, Scala, Deep Learning",PhD,11,Government,2024-12-12,2025-02-01,1074,9.2,AI Innovations
AI01082,computer vision engineer,63898.0,USD,EN,FL,Singapore,M,Singapore,0,"Kubernetes, Hadoop, TensorFlow, MLOps, Data Visualization",PhD,1,Retail,2025-03-05,2025-04-24,1995,5.7,TechCorp Inc
AI01083,principal data scientist,113621.0,USD,EN,PT,Denmark,L,Denmark,100,"Linux, Deep Learning, R, Statistics",PhD,0,Automotive,2024-11-27,2024-12-24,1178,6.2,Digital Transformation LLC
AI01084,AI Research Scientsit,184001.0,USD,EX,PT,Switzerland,S,Switzerland,100,"Deep Learning, MLOps, Scala, PyTorch",Associate,14,Retail,2025-03-23,2025-05-18,2398,6.7,DeepTech Ventures
AI01085,Computer Vision Engineer,82405.0,EUR,EN,FT,Netherlands,L,Netherlands,100,"Docker, Java, Deep Learning, Data Visualization, Mathematics",Bachelor,0,Energy,2024-09-21,2024-12-03,2241,7.7,Neural Networks Co
AI01086,ai architect,306862.0,USD,EX,FL,Norway,L,Netherlands,0,"Python, Scala, AWS, Docker, Linux",Associate,12,Real Estate,2024-04-18,2024-05-22,2305,6.9,TechCorp Inc
AI01087,ai consultant,,USD,EN,FT,Denmark,S,Denmark,0,,Bachelor,1,Retail,2024-11-24,2024-12-20,547,6.6,DeepTech Ventures
AI01088,machine learning engineer,58701.0,USD,MI,FL,South Korea,M,South Korea,100,"GCP, Python, Computer Vision, Azure, Data Visualization",Associate,4,Manufacturing,2024-07-20,2024-08-14,1765,8.4,DeepTech Ventures
AI01089,NLP ENGINEER,171299.0,EUR,EX,PT,Netherlands,S,Netherlands,0,"Azure, Java, Data Visualization, Mathematics, Kubernetes",PhD,13,Real Estate,2025-04-12,2025-05-19,602,5.8,Cognitive Computing
AI01090,ml ops engineer,,USD,MI,PT,Ireland,M,Canada,50,"R, NLP, Hadoop",Bachelor,4,Gaming,2024-04-12,2024-06-07,1769,7.4,TechCorp Inc
AI01091,DEEP LEARNING ENGINEER,108428.0,USD,MI,PT,Norway,M,Norway,100,"Scala, Spark, Statistics, Python",Bachelor,4,Real Estate,2024-03-30,2024-05-01,1020,9.3,Advanced Robotics
AI01092,AI Consultant,105008.0,EUR,SE,CT,Germany,M,Germany,0,"Hadoop, R, Data Visualization, Docker",Bachelor,9,Consulting,2024-04-12,2024-05-17,1909,9.5,Machine Intelligence Group
AI01093,NLP ENGINEER,109329.0,EUR,SE,PT,France,M,France,50,"Scala, Kubernetes, Data Visualization, GCP, Linux",Associate,8,Education,2024-09-07,2024-10-05,944,10.0,Cognitive Computing
AI01094,AI Architect,129639.0,USD,SE,PT,Sweden,L,Sweden,50,"Deep Learning, Java, SQL",Master,5,Telecommunications,2025-01-12,2025-01-28,784,8.2,Algorithmic Solutions
AI01095,computer vision engineer,153539.0,USD,MI,FL,Switzerland,L,India,100,,Bachelor,3,Media,2024-11-02,2024-12-02,1620,6.8,Autonomous Tech
AI01096,head of ai,47668.0,USD,EN,CT,Canada,S,Canada,100,"Spark, PyTorch, Kubernetes, AWS, Docker",Phd,0,Transportation,2024-02-19,2024-04-28,1948,9.2,Algorithmic Solutions
AI01097,research scientist,156235.0,USD,SE,CT,Denmark,S,China,50,"Data Visualization, Hadoop, PyTorch, AWS",Associate,8,Gaming,2024-08-12,2024-09-24,1065,6.4,Autonomous Tech
AI01098,NLP Engineer,104757.0,USD,MI,FT,Sweden,M,Sweden,0,"Azure, SQL, Computer Vision, Kubernetes",Associate,2,Technology,2024-01-12,2024-02-03,2087,9.9,Digital Transformation LLC
AI01099,AI Architect,99360.0,EUR,MI,CT,Netherlands,L,Netherlands,0,"Azure, Tableau, Python",Associate,3,Consulting,2024-04-21,2024-06-20,1573,9.2,Smart Analytics
AI01100,head of ai,48541.0,USD,EN,CT,Japan,S,Norway,100,"Kubernetes, Deep Learning, Docker",Associate,1,Manufacturing,2024-12-14,2025-02-25,1978,6.5,Smart Analytics
AI01101,Machine Learning Enginner,109517.0,USD,EX,FT,India,S,India,0,"Azure, Spark, Kubernetes, Python, Hadoop",Associate,17,Transportation,2024-03-10,2024-04-26,1665,8.1,DataVision Ltd
AI01102,Head of AI,161346.0,USD,EX,PT,Japan,M,Canada,50,"Python, TensorFlow, MLOps, Spark",PhD,10,Telecommunications,2024-09-06,2024-10-08,1733,6.9,TechCorp Inc
AI01103,Data Analyst,272477.0,USD,EX,CT,Singapore,L,Singapore,0,"Computer Vision, SQL, TensorFlow, Statistics",Bachelor,16,Consulting,2025-04-29,2025-05-24,643,5.3,Quantum Computing Inc
AI01104,AI Specialist,70997.0,USD,MI,CT,Austria,M,Austria,50,"Scala, TensorFlow, Tableau",Associate,3,Energy,2024-08-08,2024-09-08,1490,5.9,Neural Networks Co
AI01105,Deep Learning Engineer,139357.0,USD,EX,PT,Finland,S,Finland,50,"NLP, Spark, PyTorch, Statistics",PhD,11,Automotive,2024-05-30,2024-06-21,1968,5.1,Future Systems
AI01106,ROBOTICS ENGINEER,109453.0,USD,MI,FL,Sweden,L,Sweden,0,"Hadoop, SQL, Statistics, Computer Vision",Bachelor,4,Gaming,2024-04-11,2024-06-04,1486,9.2,Cloud AI Solutions
AI01107,AI PRODUCT MANAGER,133277.0,USD,EX,FT,Ireland,M,Ireland,50,"Git, Deep Learning, R",Bachelor,15,Energy,2024-01-30,2024-04-06,1571,6.6,Machine Intelligence Group
AI01108,Deep Learning Engineer,45957.0,USD,EN,PT,South Korea,M,South Korea,0,"Hadoop, Python, Azure, Java, GCP",Associate,0,Education,2025-02-05,2025-03-18,919,7.3,Digital Transformation LLC
AI01109,AI Consultant,152020.0,USD,EX,FL,India,S,India,0,"Git, SQL, Deep Learning, Docker, R",Associate,11,Healthcare,2024-02-24,2024-05-07,820,9.2,Digital Transformation LLC
AI01110,AI Research Scientist,53959.0,USD,EN,PT,Canada,S,Canada,50,"GCP, Linux, Python, TensorFlow",Master,1,Gaming,2024-12-26,2025-01-17,2248,8.5,Algorithmic Solutions
AI01111,Data Analyst,65952.0,EUR,EN,FT,Netherlands,M,Netherlands,50,"MLOps, Linux, Azure, Mathematics",Bachelor,0,Finance,2025-01-13,2025-03-02,1881,6.8,Autonomous Tech
AI01112,AI Consultant,76023.0,USD,EN,PT,Singapore,L,Singapore,0,"Azure, PyTorch, Deep Learning",PhD,0,Automotive,2024-03-24,2024-04-25,1647,5.5,Advanced Robotics
AI01113,AUTONOMOUS SYSTEMS ENGINEER,82330.0,USD,SE,CT,India,M,India,0,"MLOps, R, Computer Vision, Hadoop",Master,6,Consulting,2025-04-04,2025-04-26,1552,9.3,Machine Intelligence Group
AI01114,ai research scientist,72552.0,USD,MI,CT,Australia,S,Australia,0,"TensorFlow, R, Tableau, Kubernetes",Bachelor,3,Finance,2025-03-24,2025-05-30,825,9.1,AI Innovations
AI01115,Machine Learning Engineer,122100.0,USD,MI,CT,Switzerland,L,Switzerland,0,"Statistics, Git, Data Visualization, Mathematics, R",Associate,2,Telecommunications,2024-07-22,2024-09-01,2020,6.7,Autonomous Tech
AI01116,machine learning researcher,55463.0,USD,EN,CT,Japan,L,South Korea,0,"GCP, Kubernetes, Linux, Python",PhD,0,Healthcare,2024-04-28,2024-06-19,928,6.4,DataVision Ltd
AI01117,ML Ops Engineer,56321.0,EUR,EN,PT,France,S,France,50,"Scala, SQL, Linux, NLP, Docker",,1,Manufacturing,2024-08-11,2024-09-19,653,7.9,Digital Transformation LLC
AI01118,computer vision engineer,159438.0,EUR,SE,CT,France,L,Singapore,0,"Python, Scala, Tableau, Git, Mathematics",PhD,8,Real Estate,2024-07-08,2024-09-14,1136,7.9,Advanced Robotics
AI01119,data engineer,51089.0,USD,EN,CT,Australia,S,Australia,0,"Data Visualization, PyTorch, Spark",Associate,1,Retail,2025-02-15,2025-03-11,621,7.6,Smart Analytics
AI01120,Computer Vision Enginner,50111.0,USD,MI,CT,South Korea,S,South Korea,100,"Scala, Azure, Git",Bachelor,2,Education,2024-09-22,2024-10-26,647,9.0,Cognitive Computing
AI01121,data scientist,40353.0,USD,EN,FT,South Korea,M,South Korea,100,"AWS, Computer Vision, Java",PhD,0,Retail,2025-03-18,2025-04-15,1307,7.4,Cloud AI Solutions
AI01122,DATA SCIENTIST,80269.0,USD,SE,FT,China,S,China,0,"Deep Learning, SQL, NLP",Master,9,Consulting,2024-05-26,2024-07-19,795,7.0,Machine Intelligence Group
AI01123,MACHINE LEARNING ENGINEER,118816.0,USD,SE,CT,United States,S,Australia,100,"NLP, Linux, Docker, R",Master,6,Healthcare,2024-06-29,2024-08-30,2204,5.3,Advanced Robotics
AI01124,Head of AI,83896.0,USD,SE,CT,South Korea,L,South Korea,100,"Data Visualization, Docker, MLOps, Git",Associate,9,Manufacturing,2024-08-19,2024-09-14,2499,5.9,Predictive Systems
AI01125,research scientist,57477.0,USD,MI,FL,Israel,M,Sweden,100,"Python, Tableau, AWS, Mathematics",Master,3,Technology,2024-09-29,2024-12-11,2119,9.7,Quantum Computing Inc
AI01126,data scientist,60737.0,USD,EN,CT,Japan,L,Japan,100,"Mathematics, Linux, Python, Computer Vision, SQL",Bachelor,0,Media,2024-12-01,2025-01-11,2082,5.3,Algorithmic Solutions
AI01127,NLP Engineer,126827.0,EUR,SE,FT,France,M,France,100,"Python, AWS, NLP, Hadoop, Data Visualization",Bachelor,9,Gaming,2024-07-01,2024-09-08,1348,9.9,Future Systems
AI01128,ai research scientist,71955.0,EUR,EN,FT,France,M,France,50,"Kubernetes, Mathematics, SQL, Azure, Tableau",Associate,1,Retail,2024-10-19,2024-12-18,1513,9.8,Smart Analytics
AI01129,AI Research Scientist,96170.0,USD,SE,PT,India,L,India,100,"Python, Hadoop, Data Visualization",Associate,5,Transportation,2025-04-29,2025-06-11,1033,6.3,Advanced Robotics
AI01130,AI Specialist,47291.0,USD,EN,PT,China,S,China,50,"SQL, R, Statistics",Associate,0,Energy,2024-09-18,2024-11-24,2310,5.1,Digital Transformation LLC
AI01131,data analyst,66901.0,USD,MI,CT,Japan,M,Japan,0,"Linux, AWS, Azure",Associate,3,Government,2024-12-14,2025-02-11,606,6.6,DeepTech Ventures
AI01132,ML Ops Enginner,133002.0,USD,EX,CT,China,M,Singapore,0,"PyTorch, TensorFlow, Spark",Associate,12,Retail,2024-06-10,2024-06-28,1918,8.1,Autonomous Tech
AI01133,Data Scientist,89495.0,USD,EN,FL,United States,M,United States,100,"Statistics, Mathematics, Computer Vision, PyTorch",PhD,1,Retail,2024-01-17,2024-03-11,1146,5.9,AI Innovations
AI01134,AI Consultant,,USD,EX,FT,Norway,M,Norway,100,"Python, Spark, Java",Bachelor,19,Technology,2025-01-07,2025-03-21,1835,9.8,Neural Networks Co
AI01135,AI Product Manager,74382.0,USD,MI,FL,Israel,M,Israel,0,"Java, R, SQL, Kubernetes",PhD,4,Automotive,2024-01-29,2024-03-15,2257,7.2,DataVision Ltd
AI01136,Machine Learning Researcher,291446.0,EUR,EX,FT,Germany,L,Germany,100,"Kubernetes, PyTorch, Java, Git, Computer Vision",,16,Real Estate,2024-12-25,2025-02-13,1123,7.4,Smart Analytics
AI01137,AI Software Engineer,91669.0,EUR,MI,PT,Germany,M,China,0,"Data Visualization, TensorFlow, PyTorch",Bachelor,4,Government,2024-02-07,2024-02-28,766,6.9,AI Innovations
AI01138,AI Product Manager,61729.0,USD,MI,CT,Austria,S,Austria,50,"R, PyTorch, Linux",Master,2,Retail,2024-09-08,2024-11-02,871,6.6,Future Systems
AI01139,Head of AI,122018.0,USD,EX,CT,India,S,India,100,"Docker, AWS, Kubernetes, Scala, Statistics",Master,14,Education,2024-05-28,2024-07-22,2498,5.6,Predictive Systems
AI01140,AI CONSULTANT,999999.0,EUR,MI,PT,Germany,S,Germany,50,"Azure, R, Scala",Master,3,Gaming,2024-01-03,2024-01-17,2455,6.3,Predictive Systems
AI01141,COMPUTER VISION ENGINEER,109716.0,GBP,MI,PT,United Kingdom,M,United Kingdom,50,"TensorFlow, Scala, SQL",PhD,3,Manufacturing,2024-12-24,2025-01-14,1755,5.1,TechCorp Inc
AI01142,ml ops engineer,101711.0,USD,SE,PT,Finland,L,Finland,50,"AWS, TensorFlow, Python",Associate,7,Gaming,2024-04-09,2024-06-13,1560,8.8,Advanced Robotics
AI01143,AI Architect,93277.0,EUR,MI,FL,France,S,France,100,"R, MLOps, Spark",Bachelor,2,Retail,2025-01-11,2025-03-08,1266,7.6,Quantum Computing Inc
AI01144,DATA ANALYST,93842.0,GBP,EN,FL,United Kingdom,L,United Kingdom,50,"TensorFlow, Statistics, MLOps",Master,1,Consulting,2024-11-26,2025-01-31,546,8.0,Quantum Computing Inc
AI01145,AI Specialist,370038.0,USD,EX,FT,Denmark,L,Denmark,50,"Scala, Python, Deep Learning, Mathematics",Associate,12,Retail,2024-10-12,2024-11-27,2253,9.3,Machine Intelligence Group
AI01146,AI ARCHITECT,191731.0,EUR,EX,PT,Netherlands,S,Netherlands,0,"Python, Azure, SQL, NLP, Java",Master,12,Energy,2024-04-16,2024-06-21,1511,6.1,DataVision Ltd
AI01147,ai research scientist,118612.0,USD,SE,PT,Australia,L,Australia,0,"GCP, Java, SQL, Kubernetes",Associate,7,Gaming,2024-10-07,2024-12-17,1279,9.8,Cognitive Computing
AI01148,Robotics Engineer,164834.0,EUR,EX,PT,France,M,France,50,"SQL, Data Visualization, PyTorch",Master,10,Energy,2024-04-28,2024-06-16,2138,8.9,Neural Networks Co
AI01149,data analyst,106534.0,EUR,SE,FT,Germany,S,Germany,100,"Kubernetes, TensorFlow, Docker",Bachelor,5,Automotive,2024-09-27,2024-10-23,1240,7.4,TechCorp Inc
AI01150,Machine Learning Engineer,59826.0,USD,MI,PT,Finland,S,Finland,0,"MLOps, Linux, TensorFlow",Phd,2,Education,2024-08-26,2024-09-22,1002,8.4,Autonomous Tech
AI01151,AI Specialist,97554.0,USD,EN,FL,Switzerland,M,Denmark,0,"AWS, Statistics, Mathematics",Bachelor,1,Automotive,2024-05-07,2024-06-17,581,7.3,Neural Networks Co
AI01152,ai software engineer,81280.0,USD,EN,FT,Switzerland,S,Switzerland,100,"SQL, GCP, Data Visualization, Kubernetes",Bachelor,1,Retail,2024-12-31,2025-03-03,1387,6.0,TechCorp Inc
AI01153,COMPUTER VISION ENGINEER,63842.0,USD,MI,PT,China,L,China,100,"Python, TensorFlow, PyTorch",Master,2,Gaming,2024-08-09,2024-08-26,1327,7.3,AI Innovations
AI01154,AI Consultant,116906.0,USD,MI,PT,Australia,L,Austria,50,"R, Python, Computer Vision, Deep Learning",Associate,4,Gaming,2024-12-21,2025-01-04,2336,8.6,AI Innovations
AI01155,AI Product Manager,144518.0,USD,SE,CT,Denmark,S,Denmark,50,"Tableau, PyTorch, Java, NLP, MLOps",Master,7,Real Estate,2024-02-03,2024-04-05,1649,7.7,Smart Analytics
AI01156,data engineer,142412.0,USD,SE,PT,Australia,M,Australia,50,"Kubernetes, Mathematics, Computer Vision, Deep Learning, SQL",Associate,6,Gaming,2024-11-23,2024-12-26,1495,7.8,Algorithmic Solutions
AI01157,AI Product Manager,119237.0,USD,SE,FL,Canada,S,Canada,50,"Azure, Computer Vision, Java, Data Visualization, Hadoop",Bachelor,9,Healthcare,2024-12-31,2025-02-06,802,7.2,Autonomous Tech
AI01158,AI Software Engineer,52801.0,USD,EN,FL,Israel,L,Israel,50,"NLP, Tableau, Scala",Phd,0,Manufacturing,2025-03-13,2025-04-22,1539,9.0,Cognitive Computing
AI01159,ai research scientist,46544.0,USD,EN,PT,Finland,M,Finland,0,"Scala, Docker, Python, GCP",Associate,0,Healthcare,2025-03-11,2025-05-19,2006,9.3,Machine Intelligence Group
AI01160,DATA ENGINEER,,USD,EN,CT,Canada,S,Israel,100,"Tableau, Azure, Hadoop, Python, Statistics",Bachelor,0,Retail,2025-02-12,2025-04-23,1084,9.4,DataVision Ltd
AI01161,DATA SCIENTIST,84698.0,USD,MI,FT,Finland,L,Finland,100,"Linux, Spark, Tableau, NLP, SQL",Master,4,Transportation,2024-05-13,2024-07-01,1650,6.9,TechCorp Inc
AI01162,AI Architect,191681.0,USD,SE,FT,United States,L,United States,50,"Docker, Hadoop, Python, Linux, TensorFlow",Bachelor,7,Energy,2024-10-01,2024-11-08,1761,9.1,Smart Analytics
AI01163,Data Engineer,243337.0,EUR,EX,FL,Germany,L,Germany,0,"Data Visualization, Git, TensorFlow, SQL",Bachelor,18,Media,2024-03-16,2024-04-30,2028,7.8,Future Systems
AI01164,deep learning engineer,,USD,EX,FL,Austria,S,China,0,"TensorFlow, Azure, SQL",Associate,17,Consulting,2024-11-23,2024-12-20,2422,7.5,Digital Transformation LLC
AI01165,AUTONOMOUS SYSTEMS ENGINEER,175790.0,USD,EX,PT,Australia,L,Australia,50,"Statistics, Tableau, Python",Master,11,Healthcare,2024-05-02,2024-06-14,1134,7.8,Autonomous Tech
AI01166,ai specialist,202056.0,USD,EX,PT,Ireland,L,Ireland,100,"GCP, SQL, NLP, Deep Learning",Phd,14,Technology,2025-01-15,2025-03-07,1296,9.9,Machine Intelligence Group
AI01167,AI Research Scientist,97350.0,USD,EX,PT,Israel,M,India,100,"Computer Vision, SQL, Data Visualization",PhD,17,Government,2024-08-29,2024-10-02,980,7.9,Advanced Robotics
AI01168,deep learning engineer,80017.0,USD,MI,FT,Singapore,S,Singapore,100,"Deep Learning, Spark, Python, MLOps",Associate,2,Automotive,2024-11-22,2024-12-28,860,7.5,DataVision Ltd
AI01169,AI CONSULTANT,88462.0,USD,MI,FL,United States,S,Norway,100,"PyTorch, AWS, Statistics, TensorFlow",Phd,3,Gaming,2024-11-10,2024-11-29,1601,8.6,TechCorp Inc
AI01170,principal data scientist,112811.0,USD,MI,FT,Canada,L,Canada,100,"GCP, PyTorch, TensorFlow, Kubernetes, Statistics",Associate,4,Transportation,2024-05-14,2024-06-07,1058,6.3,DataVision Ltd
AI01171,Data Scientist,142386.0,USD,MI,FT,Norway,M,Norway,50,"SQL, MLOps, Kubernetes, Statistics, Azure",PhD,4,Education,2025-01-12,2025-03-08,1557,7.7,Cloud AI Solutions
AI01172,DATA ENGINEER,53562.0,USD,MI,CT,Israel,M,Israel,100,"Python, Java, SQL, NLP, Spark",Associate,4,Gaming,2025-04-29,2025-07-05,1129,9.1,Future Systems
AI01173,AI Product Manager,,USD,MI,FT,Israel,L,Israel,0,"Python, Git, Docker, Linux",Associate,2,Education,2025-04-24,2025-05-18,1370,6.0,DeepTech Ventures
AI01174,Data Analyst,158284.0,USD,SE,CT,Sweden,L,Germany,100,"Data Visualization, Docker, Kubernetes, MLOps",Master,7,Technology,2024-02-04,2024-04-17,2453,8.5,Cognitive Computing
